PING 141.44.1.1 (141.44.1.1) 56(84) bytes of data.
64 bytes from 141.44.1.1: icmp_seq=74 ttl=54 time=124 ms
64 bytes from 141.44.1.1: icmp_seq=75 ttl=54 time=253 ms
64 bytes from 141.44.1.1: icmp_seq=77 ttl=54 time=78.6 ms
64 bytes from 141.44.1.1: icmp_seq=78 ttl=54 time=54.3 ms
64 bytes from 141.44.1.1: icmp_seq=79 ttl=54 time=58.4 ms
64 bytes from 141.44.1.1: icmp_seq=80 ttl=54 time=58.1 ms
64 bytes from 141.44.1.1: icmp_seq=81 ttl=54 time=53.1 ms
64 bytes from 141.44.1.1: icmp_seq=82 ttl=54 time=61.8 ms
64 bytes from 141.44.1.1: icmp_seq=83 ttl=54 time=58.7 ms
64 bytes from 141.44.1.1: icmp_seq=84 ttl=54 time=60.2 ms
64 bytes from 141.44.1.1: icmp_seq=85 ttl=54 time=55.9 ms
64 bytes from 141.44.1.1: icmp_seq=86 ttl=54 time=95.8 ms
64 bytes from 141.44.1.1: icmp_seq=87 ttl=54 time=56.9 ms
64 bytes from 141.44.1.1: icmp_seq=88 ttl=54 time=68.7 ms
64 bytes from 141.44.1.1: icmp_seq=89 ttl=54 time=55.6 ms
64 bytes from 141.44.1.1: icmp_seq=90 ttl=54 time=54.0 ms
64 bytes from 141.44.1.1: icmp_seq=91 ttl=54 time=60.9 ms
64 bytes from 141.44.1.1: icmp_seq=92 ttl=54 time=56.7 ms
64 bytes from 141.44.1.1: icmp_seq=93 ttl=54 time=233 ms
64 bytes from 141.44.1.1: icmp_seq=94 ttl=54 time=153 ms
64 bytes from 141.44.1.1: icmp_seq=95 ttl=54 time=358 ms
64 bytes from 141.44.1.1: icmp_seq=96 ttl=54 time=380 ms
64 bytes from 141.44.1.1: icmp_seq=97 ttl=54 time=379 ms
64 bytes from 141.44.1.1: icmp_seq=98 ttl=54 time=275 ms
64 bytes from 141.44.1.1: icmp_seq=99 ttl=54 time=446 ms
64 bytes from 141.44.1.1: icmp_seq=100 ttl=54 time=705 ms
64 bytes from 141.44.1.1: icmp_seq=101 ttl=54 time=83.2 ms
64 bytes from 141.44.1.1: icmp_seq=102 ttl=54 time=977 ms
64 bytes from 141.44.1.1: icmp_seq=103 ttl=54 time=884 ms
64 bytes from 141.44.1.1: icmp_seq=104 ttl=54 time=579 ms
64 bytes from 141.44.1.1: icmp_seq=105 ttl=54 time=589 ms
64 bytes from 141.44.1.1: icmp_seq=106 ttl=54 time=629 ms
64 bytes from 141.44.1.1: icmp_seq=107 ttl=54 time=458 ms
64 bytes from 141.44.1.1: icmp_seq=108 ttl=54 time=90.6 ms
64 bytes from 141.44.1.1: icmp_seq=109 ttl=54 time=74.4 ms
64 bytes from 141.44.1.1: icmp_seq=110 ttl=54 time=59.9 ms
64 bytes from 141.44.1.1: icmp_seq=111 ttl=54 time=316 ms
64 bytes from 141.44.1.1: icmp_seq=112 ttl=54 time=61.7 ms
64 bytes from 141.44.1.1: icmp_seq=113 ttl=54 time=80.4 ms
64 bytes from 141.44.1.1: icmp_seq=114 ttl=54 time=69.8 ms
64 bytes from 141.44.1.1: icmp_seq=115 ttl=54 time=57.4 ms
64 bytes from 141.44.1.1: icmp_seq=116 ttl=54 time=160 ms
64 bytes from 141.44.1.1: icmp_seq=117 ttl=54 time=172 ms
64 bytes from 141.44.1.1: icmp_seq=118 ttl=54 time=399 ms
64 bytes from 141.44.1.1: icmp_seq=119 ttl=54 time=220 ms
64 bytes from 141.44.1.1: icmp_seq=120 ttl=54 time=338 ms
64 bytes from 141.44.1.1: icmp_seq=121 ttl=54 time=885 ms
64 bytes from 141.44.1.1: icmp_seq=122 ttl=54 time=647 ms
64 bytes from 141.44.1.1: icmp_seq=123 ttl=54 time=436 ms
64 bytes from 141.44.1.1: icmp_seq=124 ttl=54 time=421 ms
64 bytes from 141.44.1.1: icmp_seq=125 ttl=54 time=158 ms
64 bytes from 141.44.1.1: icmp_seq=126 ttl=54 time=186 ms
64 bytes from 141.44.1.1: icmp_seq=127 ttl=54 time=97.2 ms
64 bytes from 141.44.1.1: icmp_seq=128 ttl=54 time=293 ms
64 bytes from 141.44.1.1: icmp_seq=129 ttl=54 time=1362 ms
64 bytes from 141.44.1.1: icmp_seq=130 ttl=54 time=1957 ms
64 bytes from 141.44.1.1: icmp_seq=131 ttl=54 time=1795 ms
64 bytes from 141.44.1.1: icmp_seq=132 ttl=54 time=1513 ms
64 bytes from 141.44.1.1: icmp_seq=133 ttl=54 time=1284 ms
64 bytes from 141.44.1.1: icmp_seq=134 ttl=54 time=1005 ms
64 bytes from 141.44.1.1: icmp_seq=135 ttl=54 time=725 ms
64 bytes from 141.44.1.1: icmp_seq=136 ttl=54 time=587 ms
64 bytes from 141.44.1.1: icmp_seq=137 ttl=54 time=813 ms
64 bytes from 141.44.1.1: icmp_seq=138 ttl=54 time=1076 ms
64 bytes from 141.44.1.1: icmp_seq=139 ttl=54 time=448 ms
64 bytes from 141.44.1.1: icmp_seq=140 ttl=54 time=546 ms
64 bytes from 141.44.1.1: icmp_seq=141 ttl=54 time=804 ms
64 bytes from 141.44.1.1: icmp_seq=142 ttl=54 time=991 ms
64 bytes from 141.44.1.1: icmp_seq=143 ttl=54 time=2374 ms
64 bytes from 141.44.1.1: icmp_seq=144 ttl=54 time=2396 ms
64 bytes from 141.44.1.1: icmp_seq=145 ttl=54 time=1787 ms
64 bytes from 141.44.1.1: icmp_seq=146 ttl=54 time=1395 ms
64 bytes from 141.44.1.1: icmp_seq=147 ttl=54 time=1045 ms
64 bytes from 141.44.1.1: icmp_seq=148 ttl=54 time=1191 ms
64 bytes from 141.44.1.1: icmp_seq=149 ttl=54 time=1202 ms
64 bytes from 141.44.1.1: icmp_seq=150 ttl=54 time=1579 ms
64 bytes from 141.44.1.1: icmp_seq=151 ttl=54 time=1636 ms
64 bytes from 141.44.1.1: icmp_seq=152 ttl=54 time=1331 ms
64 bytes from 141.44.1.1: icmp_seq=153 ttl=54 time=1150 ms
64 bytes from 141.44.1.1: icmp_seq=154 ttl=54 time=1056 ms
64 bytes from 141.44.1.1: icmp_seq=155 ttl=54 time=858 ms
64 bytes from 141.44.1.1: icmp_seq=156 ttl=54 time=739 ms
64 bytes from 141.44.1.1: icmp_seq=157 ttl=54 time=909 ms
64 bytes from 141.44.1.1: icmp_seq=158 ttl=54 time=1270 ms
64 bytes from 141.44.1.1: icmp_seq=159 ttl=54 time=1006 ms
64 bytes from 141.44.1.1: icmp_seq=160 ttl=54 time=900 ms
64 bytes from 141.44.1.1: icmp_seq=161 ttl=54 time=791 ms
64 bytes from 141.44.1.1: icmp_seq=162 ttl=54 time=766 ms
64 bytes from 141.44.1.1: icmp_seq=163 ttl=54 time=1000 ms
64 bytes from 141.44.1.1: icmp_seq=164 ttl=54 time=685 ms
64 bytes from 141.44.1.1: icmp_seq=165 ttl=54 time=615 ms
64 bytes from 141.44.1.1: icmp_seq=166 ttl=54 time=630 ms
64 bytes from 141.44.1.1: icmp_seq=167 ttl=54 time=1749 ms
64 bytes from 141.44.1.1: icmp_seq=168 ttl=54 time=1347 ms
64 bytes from 141.44.1.1: icmp_seq=169 ttl=54 time=887 ms
64 bytes from 141.44.1.1: icmp_seq=170 ttl=54 time=1357 ms
64 bytes from 141.44.1.1: icmp_seq=171 ttl=54 time=1344 ms
64 bytes from 141.44.1.1: icmp_seq=172 ttl=54 time=1029 ms
64 bytes from 141.44.1.1: icmp_seq=173 ttl=54 time=1297 ms
64 bytes from 141.44.1.1: icmp_seq=174 ttl=54 time=2741 ms
64 bytes from 141.44.1.1: icmp_seq=175 ttl=54 time=2953 ms
64 bytes from 141.44.1.1: icmp_seq=176 ttl=54 time=3171 ms
64 bytes from 141.44.1.1: icmp_seq=177 ttl=54 time=2788 ms
64 bytes from 141.44.1.1: icmp_seq=178 ttl=54 time=2540 ms
64 bytes from 141.44.1.1: icmp_seq=179 ttl=54 time=2068 ms
64 bytes from 141.44.1.1: icmp_seq=180 ttl=54 time=1744 ms
64 bytes from 141.44.1.1: icmp_seq=181 ttl=54 time=1829 ms
64 bytes from 141.44.1.1: icmp_seq=182 ttl=54 time=1515 ms
64 bytes from 141.44.1.1: icmp_seq=183 ttl=54 time=977 ms
64 bytes from 141.44.1.1: icmp_seq=184 ttl=54 time=2158 ms
64 bytes from 141.44.1.1: icmp_seq=186 ttl=54 time=871 ms
64 bytes from 141.44.1.1: icmp_seq=185 ttl=54 time=2440 ms
64 bytes from 141.44.1.1: icmp_seq=187 ttl=54 time=1032 ms
64 bytes from 141.44.1.1: icmp_seq=188 ttl=54 time=1368 ms
64 bytes from 141.44.1.1: icmp_seq=189 ttl=54 time=1647 ms
64 bytes from 141.44.1.1: icmp_seq=190 ttl=54 time=1627 ms
64 bytes from 141.44.1.1: icmp_seq=191 ttl=54 time=1011 ms
64 bytes from 141.44.1.1: icmp_seq=192 ttl=54 time=622 ms
64 bytes from 141.44.1.1: icmp_seq=193 ttl=54 time=583 ms
64 bytes from 141.44.1.1: icmp_seq=194 ttl=54 time=453 ms
64 bytes from 141.44.1.1: icmp_seq=195 ttl=54 time=407 ms
64 bytes from 141.44.1.1: icmp_seq=196 ttl=54 time=234 ms
64 bytes from 141.44.1.1: icmp_seq=197 ttl=54 time=246 ms
64 bytes from 141.44.1.1: icmp_seq=198 ttl=54 time=1020 ms
64 bytes from 141.44.1.1: icmp_seq=199 ttl=54 time=739 ms
64 bytes from 141.44.1.1: icmp_seq=200 ttl=54 time=918 ms
64 bytes from 141.44.1.1: icmp_seq=201 ttl=54 time=617 ms
64 bytes from 141.44.1.1: icmp_seq=202 ttl=54 time=754 ms
64 bytes from 141.44.1.1: icmp_seq=203 ttl=54 time=789 ms
64 bytes from 141.44.1.1: icmp_seq=204 ttl=54 time=749 ms
64 bytes from 141.44.1.1: icmp_seq=205 ttl=54 time=1060 ms
64 bytes from 141.44.1.1: icmp_seq=206 ttl=54 time=1129 ms
64 bytes from 141.44.1.1: icmp_seq=207 ttl=54 time=2305 ms
64 bytes from 141.44.1.1: icmp_seq=208 ttl=54 time=2948 ms
64 bytes from 141.44.1.1: icmp_seq=211 ttl=54 time=1328 ms
64 bytes from 141.44.1.1: icmp_seq=212 ttl=54 time=1087 ms
64 bytes from 141.44.1.1: icmp_seq=213 ttl=54 time=993 ms
64 bytes from 141.44.1.1: icmp_seq=214 ttl=54 time=1029 ms
64 bytes from 141.44.1.1: icmp_seq=215 ttl=54 time=1240 ms
64 bytes from 141.44.1.1: icmp_seq=216 ttl=54 time=951 ms
64 bytes from 141.44.1.1: icmp_seq=217 ttl=54 time=928 ms
64 bytes from 141.44.1.1: icmp_seq=218 ttl=54 time=1412 ms
64 bytes from 141.44.1.1: icmp_seq=219 ttl=54 time=2022 ms
64 bytes from 141.44.1.1: icmp_seq=220 ttl=54 time=2836 ms
64 bytes from 141.44.1.1: icmp_seq=221 ttl=54 time=2870 ms
64 bytes from 141.44.1.1: icmp_seq=222 ttl=54 time=2457 ms
64 bytes from 141.44.1.1: icmp_seq=223 ttl=54 time=1915 ms
64 bytes from 141.44.1.1: icmp_seq=224 ttl=54 time=1848 ms
64 bytes from 141.44.1.1: icmp_seq=225 ttl=54 time=2175 ms
64 bytes from 141.44.1.1: icmp_seq=226 ttl=54 time=2297 ms
64 bytes from 141.44.1.1: icmp_seq=227 ttl=54 time=3370 ms
64 bytes from 141.44.1.1: icmp_seq=228 ttl=54 time=3533 ms
64 bytes from 141.44.1.1: icmp_seq=229 ttl=54 time=3378 ms
64 bytes from 141.44.1.1: icmp_seq=231 ttl=54 time=2989 ms
64 bytes from 141.44.1.1: icmp_seq=232 ttl=54 time=3284 ms
64 bytes from 141.44.1.1: icmp_seq=233 ttl=54 time=3445 ms
64 bytes from 141.44.1.1: icmp_seq=235 ttl=54 time=3502 ms
64 bytes from 141.44.1.1: icmp_seq=236 ttl=54 time=2710 ms
64 bytes from 141.44.1.1: icmp_seq=237 ttl=54 time=1885 ms
64 bytes from 141.44.1.1: icmp_seq=238 ttl=54 time=952 ms
64 bytes from 141.44.1.1: icmp_seq=239 ttl=54 time=362 ms
64 bytes from 141.44.1.1: icmp_seq=240 ttl=54 time=380 ms
64 bytes from 141.44.1.1: icmp_seq=241 ttl=54 time=606 ms
64 bytes from 141.44.1.1: icmp_seq=242 ttl=54 time=153 ms
64 bytes from 141.44.1.1: icmp_seq=243 ttl=54 time=66.0 ms
64 bytes from 141.44.1.1: icmp_seq=244 ttl=54 time=197 ms
64 bytes from 141.44.1.1: icmp_seq=245 ttl=54 time=455 ms
64 bytes from 141.44.1.1: icmp_seq=247 ttl=54 time=321 ms
64 bytes from 141.44.1.1: icmp_seq=248 ttl=54 time=419 ms
64 bytes from 141.44.1.1: icmp_seq=249 ttl=54 time=2753 ms
64 bytes from 141.44.1.1: icmp_seq=251 ttl=54 time=2507 ms
64 bytes from 141.44.1.1: icmp_seq=252 ttl=54 time=1684 ms
64 bytes from 141.44.1.1: icmp_seq=254 ttl=54 time=1323 ms
64 bytes from 141.44.1.1: icmp_seq=255 ttl=54 time=1964 ms
64 bytes from 141.44.1.1: icmp_seq=256 ttl=54 time=1973 ms
64 bytes from 141.44.1.1: icmp_seq=257 ttl=54 time=2610 ms
64 bytes from 141.44.1.1: icmp_seq=261 ttl=54 time=1468 ms
64 bytes from 141.44.1.1: icmp_seq=262 ttl=54 time=756 ms
64 bytes from 141.44.1.1: icmp_seq=263 ttl=54 time=767 ms
64 bytes from 141.44.1.1: icmp_seq=264 ttl=54 time=754 ms
64 bytes from 141.44.1.1: icmp_seq=265 ttl=54 time=692 ms
64 bytes from 141.44.1.1: icmp_seq=266 ttl=54 time=620 ms
64 bytes from 141.44.1.1: icmp_seq=267 ttl=54 time=530 ms
64 bytes from 141.44.1.1: icmp_seq=268 ttl=54 time=457 ms
64 bytes from 141.44.1.1: icmp_seq=269 ttl=54 time=531 ms
64 bytes from 141.44.1.1: icmp_seq=270 ttl=54 time=237 ms
64 bytes from 141.44.1.1: icmp_seq=271 ttl=54 time=58.7 ms
64 bytes from 141.44.1.1: icmp_seq=272 ttl=54 time=144 ms
64 bytes from 141.44.1.1: icmp_seq=273 ttl=54 time=85.3 ms
64 bytes from 141.44.1.1: icmp_seq=274 ttl=54 time=59.8 ms
64 bytes from 141.44.1.1: icmp_seq=275 ttl=54 time=83.4 ms
64 bytes from 141.44.1.1: icmp_seq=276 ttl=54 time=105 ms
64 bytes from 141.44.1.1: icmp_seq=277 ttl=54 time=336 ms
64 bytes from 141.44.1.1: icmp_seq=278 ttl=54 time=84.4 ms
64 bytes from 141.44.1.1: icmp_seq=279 ttl=54 time=77.5 ms
64 bytes from 141.44.1.1: icmp_seq=280 ttl=54 time=515 ms
64 bytes from 141.44.1.1: icmp_seq=281 ttl=54 time=1160 ms
64 bytes from 141.44.1.1: icmp_seq=282 ttl=54 time=1101 ms
64 bytes from 141.44.1.1: icmp_seq=283 ttl=54 time=1387 ms
64 bytes from 141.44.1.1: icmp_seq=284 ttl=54 time=675 ms
64 bytes from 141.44.1.1: icmp_seq=285 ttl=54 time=269 ms
64 bytes from 141.44.1.1: icmp_seq=286 ttl=54 time=422 ms
64 bytes from 141.44.1.1: icmp_seq=287 ttl=54 time=316 ms
64 bytes from 141.44.1.1: icmp_seq=288 ttl=54 time=957 ms
64 bytes from 141.44.1.1: icmp_seq=289 ttl=54 time=1325 ms
64 bytes from 141.44.1.1: icmp_seq=290 ttl=54 time=1367 ms
64 bytes from 141.44.1.1: icmp_seq=291 ttl=54 time=1966 ms
64 bytes from 141.44.1.1: icmp_seq=292 ttl=54 time=1880 ms
64 bytes from 141.44.1.1: icmp_seq=293 ttl=54 time=1094 ms
64 bytes from 141.44.1.1: icmp_seq=294 ttl=54 time=691 ms
64 bytes from 141.44.1.1: icmp_seq=295 ttl=54 time=510 ms
64 bytes from 141.44.1.1: icmp_seq=296 ttl=54 time=1554 ms
64 bytes from 141.44.1.1: icmp_seq=297 ttl=54 time=1576 ms
64 bytes from 141.44.1.1: icmp_seq=298 ttl=54 time=1493 ms
64 bytes from 141.44.1.1: icmp_seq=299 ttl=54 time=2561 ms
64 bytes from 141.44.1.1: icmp_seq=300 ttl=54 time=2089 ms
64 bytes from 141.44.1.1: icmp_seq=301 ttl=54 time=1152 ms
64 bytes from 141.44.1.1: icmp_seq=302 ttl=54 time=852 ms
64 bytes from 141.44.1.1: icmp_seq=303 ttl=54 time=840 ms
64 bytes from 141.44.1.1: icmp_seq=304 ttl=54 time=690 ms
64 bytes from 141.44.1.1: icmp_seq=305 ttl=54 time=837 ms
64 bytes from 141.44.1.1: icmp_seq=306 ttl=54 time=437 ms
64 bytes from 141.44.1.1: icmp_seq=307 ttl=54 time=243 ms
64 bytes from 141.44.1.1: icmp_seq=308 ttl=54 time=884 ms
64 bytes from 141.44.1.1: icmp_seq=309 ttl=54 time=786 ms
64 bytes from 141.44.1.1: icmp_seq=310 ttl=54 time=2007 ms
64 bytes from 141.44.1.1: icmp_seq=311 ttl=54 time=2642 ms
64 bytes from 141.44.1.1: icmp_seq=312 ttl=54 time=2309 ms
64 bytes from 141.44.1.1: icmp_seq=314 ttl=54 time=866 ms
64 bytes from 141.44.1.1: icmp_seq=315 ttl=54 time=908 ms
64 bytes from 141.44.1.1: icmp_seq=316 ttl=54 time=756 ms
64 bytes from 141.44.1.1: icmp_seq=317 ttl=54 time=755 ms
64 bytes from 141.44.1.1: icmp_seq=318 ttl=54 time=676 ms
64 bytes from 141.44.1.1: icmp_seq=319 ttl=54 time=404 ms
64 bytes from 141.44.1.1: icmp_seq=320 ttl=54 time=258 ms
64 bytes from 141.44.1.1: icmp_seq=321 ttl=54 time=66.2 ms
64 bytes from 141.44.1.1: icmp_seq=322 ttl=54 time=72.3 ms
64 bytes from 141.44.1.1: icmp_seq=323 ttl=54 time=95.4 ms
64 bytes from 141.44.1.1: icmp_seq=324 ttl=54 time=69.7 ms
64 bytes from 141.44.1.1: icmp_seq=325 ttl=54 time=52.0 ms
64 bytes from 141.44.1.1: icmp_seq=326 ttl=54 time=54.6 ms
64 bytes from 141.44.1.1: icmp_seq=327 ttl=54 time=76.3 ms
64 bytes from 141.44.1.1: icmp_seq=328 ttl=54 time=57.5 ms
64 bytes from 141.44.1.1: icmp_seq=329 ttl=54 time=63.0 ms
64 bytes from 141.44.1.1: icmp_seq=330 ttl=54 time=66.3 ms
64 bytes from 141.44.1.1: icmp_seq=331 ttl=54 time=89.4 ms
64 bytes from 141.44.1.1: icmp_seq=332 ttl=54 time=104 ms
64 bytes from 141.44.1.1: icmp_seq=333 ttl=54 time=79.9 ms
64 bytes from 141.44.1.1: icmp_seq=334 ttl=54 time=76.3 ms
64 bytes from 141.44.1.1: icmp_seq=335 ttl=54 time=71.9 ms
64 bytes from 141.44.1.1: icmp_seq=336 ttl=54 time=66.0 ms
64 bytes from 141.44.1.1: icmp_seq=337 ttl=54 time=127 ms
64 bytes from 141.44.1.1: icmp_seq=338 ttl=54 time=58.1 ms
64 bytes from 141.44.1.1: icmp_seq=339 ttl=54 time=78.7 ms
64 bytes from 141.44.1.1: icmp_seq=340 ttl=54 time=301 ms
64 bytes from 141.44.1.1: icmp_seq=341 ttl=54 time=762 ms
64 bytes from 141.44.1.1: icmp_seq=342 ttl=54 time=382 ms
64 bytes from 141.44.1.1: icmp_seq=343 ttl=54 time=368 ms
64 bytes from 141.44.1.1: icmp_seq=344 ttl=54 time=598 ms
64 bytes from 141.44.1.1: icmp_seq=345 ttl=54 time=711 ms
64 bytes from 141.44.1.1: icmp_seq=346 ttl=54 time=1050 ms
64 bytes from 141.44.1.1: icmp_seq=347 ttl=54 time=3347 ms
64 bytes from 141.44.1.1: icmp_seq=348 ttl=54 time=2884 ms
64 bytes from 141.44.1.1: icmp_seq=350 ttl=54 time=1512 ms
64 bytes from 141.44.1.1: icmp_seq=351 ttl=54 time=1323 ms
64 bytes from 141.44.1.1: icmp_seq=352 ttl=54 time=807 ms
64 bytes from 141.44.1.1: icmp_seq=353 ttl=54 time=956 ms
64 bytes from 141.44.1.1: icmp_seq=354 ttl=54 time=1235 ms
64 bytes from 141.44.1.1: icmp_seq=355 ttl=54 time=900 ms
64 bytes from 141.44.1.1: icmp_seq=356 ttl=54 time=614 ms
64 bytes from 141.44.1.1: icmp_seq=357 ttl=54 time=418 ms
64 bytes from 141.44.1.1: icmp_seq=358 ttl=54 time=309 ms
64 bytes from 141.44.1.1: icmp_seq=359 ttl=54 time=104 ms
64 bytes from 141.44.1.1: icmp_seq=360 ttl=54 time=149 ms
64 bytes from 141.44.1.1: icmp_seq=361 ttl=54 time=304 ms
64 bytes from 141.44.1.1: icmp_seq=362 ttl=54 time=1766 ms
64 bytes from 141.44.1.1: icmp_seq=363 ttl=54 time=2427 ms
64 bytes from 141.44.1.1: icmp_seq=364 ttl=54 time=4857 ms
64 bytes from 141.44.1.1: icmp_seq=365 ttl=54 time=6549 ms
64 bytes from 141.44.1.1: icmp_seq=366 ttl=54 time=6272 ms
64 bytes from 141.44.1.1: icmp_seq=371 ttl=54 time=2568 ms
64 bytes from 141.44.1.1: icmp_seq=372 ttl=54 time=3360 ms
64 bytes from 141.44.1.1: icmp_seq=373 ttl=54 time=2737 ms
64 bytes from 141.44.1.1: icmp_seq=374 ttl=54 time=2403 ms
64 bytes from 141.44.1.1: icmp_seq=376 ttl=54 time=929 ms
64 bytes from 141.44.1.1: icmp_seq=377 ttl=54 time=568 ms
64 bytes from 141.44.1.1: icmp_seq=378 ttl=54 time=273 ms
64 bytes from 141.44.1.1: icmp_seq=379 ttl=54 time=376 ms
64 bytes from 141.44.1.1: icmp_seq=380 ttl=54 time=677 ms
64 bytes from 141.44.1.1: icmp_seq=381 ttl=54 time=1038 ms
64 bytes from 141.44.1.1: icmp_seq=382 ttl=54 time=1402 ms
64 bytes from 141.44.1.1: icmp_seq=383 ttl=54 time=1075 ms
64 bytes from 141.44.1.1: icmp_seq=384 ttl=54 time=701 ms
64 bytes from 141.44.1.1: icmp_seq=385 ttl=54 time=600 ms
