PING 141.44.1.1 (141.44.1.1) 56(84) bytes of data.
64 bytes from 141.44.1.1: icmp_seq=414 ttl=54 time=1019 ms
64 bytes from 141.44.1.1: icmp_seq=415 ttl=54 time=1576 ms
64 bytes from 141.44.1.1: icmp_seq=416 ttl=54 time=1685 ms
64 bytes from 141.44.1.1: icmp_seq=417 ttl=54 time=1573 ms
64 bytes from 141.44.1.1: icmp_seq=418 ttl=54 time=1995 ms
64 bytes from 141.44.1.1: icmp_seq=419 ttl=54 time=2787 ms
64 bytes from 141.44.1.1: icmp_seq=420 ttl=54 time=2898 ms
64 bytes from 141.44.1.1: icmp_seq=421 ttl=54 time=2416 ms
64 bytes from 141.44.1.1: icmp_seq=422 ttl=54 time=2853 ms
64 bytes from 141.44.1.1: icmp_seq=423 ttl=54 time=2569 ms
64 bytes from 141.44.1.1: icmp_seq=424 ttl=54 time=2100 ms
64 bytes from 141.44.1.1: icmp_seq=425 ttl=54 time=1549 ms
64 bytes from 141.44.1.1: icmp_seq=426 ttl=54 time=781 ms
64 bytes from 141.44.1.1: icmp_seq=427 ttl=54 time=555 ms
64 bytes from 141.44.1.1: icmp_seq=428 ttl=54 time=301 ms
64 bytes from 141.44.1.1: icmp_seq=429 ttl=54 time=169 ms
64 bytes from 141.44.1.1: icmp_seq=430 ttl=54 time=149 ms
64 bytes from 141.44.1.1: icmp_seq=431 ttl=54 time=336 ms
64 bytes from 141.44.1.1: icmp_seq=433 ttl=54 time=347 ms
64 bytes from 141.44.1.1: icmp_seq=434 ttl=54 time=577 ms
64 bytes from 141.44.1.1: icmp_seq=435 ttl=54 time=601 ms
64 bytes from 141.44.1.1: icmp_seq=436 ttl=54 time=1059 ms
64 bytes from 141.44.1.1: icmp_seq=437 ttl=54 time=1333 ms
64 bytes from 141.44.1.1: icmp_seq=438 ttl=54 time=934 ms
64 bytes from 141.44.1.1: icmp_seq=439 ttl=54 time=403 ms
64 bytes from 141.44.1.1: icmp_seq=440 ttl=54 time=186 ms
64 bytes from 141.44.1.1: icmp_seq=441 ttl=54 time=178 ms
64 bytes from 141.44.1.1: icmp_seq=442 ttl=54 time=408 ms
64 bytes from 141.44.1.1: icmp_seq=443 ttl=54 time=241 ms
64 bytes from 141.44.1.1: icmp_seq=444 ttl=54 time=813 ms
64 bytes from 141.44.1.1: icmp_seq=445 ttl=54 time=746 ms
64 bytes from 141.44.1.1: icmp_seq=446 ttl=54 time=856 ms
64 bytes from 141.44.1.1: icmp_seq=447 ttl=54 time=1167 ms
64 bytes from 141.44.1.1: icmp_seq=448 ttl=54 time=636 ms
64 bytes from 141.44.1.1: icmp_seq=449 ttl=54 time=198 ms
64 bytes from 141.44.1.1: icmp_seq=450 ttl=54 time=91.7 ms
64 bytes from 141.44.1.1: icmp_seq=451 ttl=54 time=73.7 ms
64 bytes from 141.44.1.1: icmp_seq=452 ttl=54 time=114 ms
64 bytes from 141.44.1.1: icmp_seq=453 ttl=54 time=116 ms
64 bytes from 141.44.1.1: icmp_seq=454 ttl=54 time=108 ms
64 bytes from 141.44.1.1: icmp_seq=455 ttl=54 time=151 ms
64 bytes from 141.44.1.1: icmp_seq=456 ttl=54 time=109 ms
64 bytes from 141.44.1.1: icmp_seq=457 ttl=54 time=110 ms
64 bytes from 141.44.1.1: icmp_seq=458 ttl=54 time=181 ms
64 bytes from 141.44.1.1: icmp_seq=459 ttl=54 time=448 ms
64 bytes from 141.44.1.1: icmp_seq=460 ttl=54 time=138 ms
64 bytes from 141.44.1.1: icmp_seq=461 ttl=54 time=282 ms
64 bytes from 141.44.1.1: icmp_seq=462 ttl=54 time=795 ms
64 bytes from 141.44.1.1: icmp_seq=463 ttl=54 time=611 ms
64 bytes from 141.44.1.1: icmp_seq=464 ttl=54 time=927 ms
64 bytes from 141.44.1.1: icmp_seq=465 ttl=54 time=940 ms
64 bytes from 141.44.1.1: icmp_seq=466 ttl=54 time=444 ms
64 bytes from 141.44.1.1: icmp_seq=467 ttl=54 time=799 ms
64 bytes from 141.44.1.1: icmp_seq=468 ttl=54 time=757 ms
64 bytes from 141.44.1.1: icmp_seq=469 ttl=54 time=539 ms
64 bytes from 141.44.1.1: icmp_seq=470 ttl=54 time=888 ms
64 bytes from 141.44.1.1: icmp_seq=471 ttl=54 time=332 ms
64 bytes from 141.44.1.1: icmp_seq=472 ttl=54 time=171 ms
64 bytes from 141.44.1.1: icmp_seq=473 ttl=54 time=248 ms
64 bytes from 141.44.1.1: icmp_seq=474 ttl=54 time=302 ms
64 bytes from 141.44.1.1: icmp_seq=475 ttl=54 time=119 ms
64 bytes from 141.44.1.1: icmp_seq=476 ttl=54 time=159 ms
64 bytes from 141.44.1.1: icmp_seq=477 ttl=54 time=193 ms
64 bytes from 141.44.1.1: icmp_seq=478 ttl=54 time=123 ms
64 bytes from 141.44.1.1: icmp_seq=479 ttl=54 time=111 ms
64 bytes from 141.44.1.1: icmp_seq=480 ttl=54 time=126 ms
64 bytes from 141.44.1.1: icmp_seq=481 ttl=54 time=116 ms
64 bytes from 141.44.1.1: icmp_seq=482 ttl=54 time=220 ms
64 bytes from 141.44.1.1: icmp_seq=483 ttl=54 time=133 ms
64 bytes from 141.44.1.1: icmp_seq=484 ttl=54 time=138 ms
64 bytes from 141.44.1.1: icmp_seq=485 ttl=54 time=239 ms
64 bytes from 141.44.1.1: icmp_seq=486 ttl=54 time=101 ms
64 bytes from 141.44.1.1: icmp_seq=487 ttl=54 time=239 ms
64 bytes from 141.44.1.1: icmp_seq=488 ttl=54 time=127 ms
64 bytes from 141.44.1.1: icmp_seq=489 ttl=54 time=755 ms
64 bytes from 141.44.1.1: icmp_seq=490 ttl=54 time=531 ms
64 bytes from 141.44.1.1: icmp_seq=491 ttl=54 time=783 ms
64 bytes from 141.44.1.1: icmp_seq=492 ttl=54 time=413 ms
64 bytes from 141.44.1.1: icmp_seq=493 ttl=54 time=553 ms
64 bytes from 141.44.1.1: icmp_seq=494 ttl=54 time=1036 ms
64 bytes from 141.44.1.1: icmp_seq=495 ttl=54 time=333 ms
64 bytes from 141.44.1.1: icmp_seq=496 ttl=54 time=573 ms
64 bytes from 141.44.1.1: icmp_seq=497 ttl=54 time=503 ms
64 bytes from 141.44.1.1: icmp_seq=498 ttl=54 time=202 ms
64 bytes from 141.44.1.1: icmp_seq=499 ttl=54 time=257 ms
64 bytes from 141.44.1.1: icmp_seq=500 ttl=54 time=187 ms
64 bytes from 141.44.1.1: icmp_seq=501 ttl=54 time=522 ms
64 bytes from 141.44.1.1: icmp_seq=503 ttl=54 time=169 ms
64 bytes from 141.44.1.1: icmp_seq=504 ttl=54 time=101 ms
64 bytes from 141.44.1.1: icmp_seq=505 ttl=54 time=184 ms
64 bytes from 141.44.1.1: icmp_seq=506 ttl=54 time=151 ms
64 bytes from 141.44.1.1: icmp_seq=507 ttl=54 time=192 ms
64 bytes from 141.44.1.1: icmp_seq=508 ttl=54 time=177 ms
64 bytes from 141.44.1.1: icmp_seq=509 ttl=54 time=204 ms
64 bytes from 141.44.1.1: icmp_seq=510 ttl=54 time=474 ms
64 bytes from 141.44.1.1: icmp_seq=511 ttl=54 time=378 ms
64 bytes from 141.44.1.1: icmp_seq=512 ttl=54 time=618 ms
64 bytes from 141.44.1.1: icmp_seq=513 ttl=54 time=971 ms
64 bytes from 141.44.1.1: icmp_seq=514 ttl=54 time=561 ms
64 bytes from 141.44.1.1: icmp_seq=515 ttl=54 time=1816 ms
64 bytes from 141.44.1.1: icmp_seq=516 ttl=54 time=1796 ms
64 bytes from 141.44.1.1: icmp_seq=517 ttl=54 time=973 ms
64 bytes from 141.44.1.1: icmp_seq=518 ttl=54 time=269 ms
64 bytes from 141.44.1.1: icmp_seq=520 ttl=54 time=215 ms
64 bytes from 141.44.1.1: icmp_seq=521 ttl=54 time=135 ms
64 bytes from 141.44.1.1: icmp_seq=522 ttl=54 time=281 ms
64 bytes from 141.44.1.1: icmp_seq=525 ttl=54 time=128 ms
64 bytes from 141.44.1.1: icmp_seq=526 ttl=54 time=129 ms
64 bytes from 141.44.1.1: icmp_seq=527 ttl=54 time=858 ms
64 bytes from 141.44.1.1: icmp_seq=528 ttl=54 time=306 ms
64 bytes from 141.44.1.1: icmp_seq=529 ttl=54 time=158 ms
64 bytes from 141.44.1.1: icmp_seq=530 ttl=54 time=307 ms
64 bytes from 141.44.1.1: icmp_seq=531 ttl=54 time=554 ms
64 bytes from 141.44.1.1: icmp_seq=532 ttl=54 time=165 ms
64 bytes from 141.44.1.1: icmp_seq=533 ttl=54 time=346 ms
64 bytes from 141.44.1.1: icmp_seq=534 ttl=54 time=111 ms
64 bytes from 141.44.1.1: icmp_seq=535 ttl=54 time=277 ms
64 bytes from 141.44.1.1: icmp_seq=536 ttl=54 time=113 ms
64 bytes from 141.44.1.1: icmp_seq=537 ttl=54 time=444 ms
64 bytes from 141.44.1.1: icmp_seq=538 ttl=54 time=223 ms
64 bytes from 141.44.1.1: icmp_seq=541 ttl=54 time=143 ms
64 bytes from 141.44.1.1: icmp_seq=542 ttl=54 time=392 ms
64 bytes from 141.44.1.1: icmp_seq=543 ttl=54 time=745 ms
64 bytes from 141.44.1.1: icmp_seq=544 ttl=54 time=651 ms
64 bytes from 141.44.1.1: icmp_seq=545 ttl=54 time=325 ms
64 bytes from 141.44.1.1: icmp_seq=546 ttl=54 time=159 ms
64 bytes from 141.44.1.1: icmp_seq=547 ttl=54 time=166 ms
64 bytes from 141.44.1.1: icmp_seq=548 ttl=54 time=193 ms
64 bytes from 141.44.1.1: icmp_seq=550 ttl=54 time=242 ms
64 bytes from 141.44.1.1: icmp_seq=551 ttl=54 time=599 ms
64 bytes from 141.44.1.1: icmp_seq=552 ttl=54 time=179 ms
64 bytes from 141.44.1.1: icmp_seq=553 ttl=54 time=460 ms
64 bytes from 141.44.1.1: icmp_seq=554 ttl=54 time=553 ms
64 bytes from 141.44.1.1: icmp_seq=557 ttl=54 time=210 ms
64 bytes from 141.44.1.1: icmp_seq=558 ttl=54 time=108 ms
64 bytes from 141.44.1.1: icmp_seq=559 ttl=54 time=226 ms
64 bytes from 141.44.1.1: icmp_seq=560 ttl=54 time=199 ms
64 bytes from 141.44.1.1: icmp_seq=561 ttl=54 time=629 ms
64 bytes from 141.44.1.1: icmp_seq=562 ttl=54 time=402 ms
64 bytes from 141.44.1.1: icmp_seq=563 ttl=54 time=149 ms
64 bytes from 141.44.1.1: icmp_seq=564 ttl=54 time=854 ms
64 bytes from 141.44.1.1: icmp_seq=565 ttl=54 time=1891 ms
64 bytes from 141.44.1.1: icmp_seq=566 ttl=54 time=1271 ms
64 bytes from 141.44.1.1: icmp_seq=567 ttl=54 time=1018 ms
64 bytes from 141.44.1.1: icmp_seq=568 ttl=54 time=1594 ms
64 bytes from 141.44.1.1: icmp_seq=574 ttl=54 time=1872 ms
64 bytes from 141.44.1.1: icmp_seq=575 ttl=54 time=1314 ms
64 bytes from 141.44.1.1: icmp_seq=576 ttl=54 time=504 ms
64 bytes from 141.44.1.1: icmp_seq=577 ttl=54 time=824 ms
64 bytes from 141.44.1.1: icmp_seq=578 ttl=54 time=949 ms
64 bytes from 141.44.1.1: icmp_seq=572 ttl=54 time=7294 ms
64 bytes from 141.44.1.1: icmp_seq=579 ttl=54 time=1427 ms
64 bytes from 141.44.1.1: icmp_seq=580 ttl=54 time=895 ms
64 bytes from 141.44.1.1: icmp_seq=573 ttl=54 time=8141 ms
64 bytes from 141.44.1.1: icmp_seq=585 ttl=54 time=2692 ms
64 bytes from 141.44.1.1: icmp_seq=581 ttl=54 time=6996 ms
64 bytes from 141.44.1.1: icmp_seq=586 ttl=54 time=1894 ms
64 bytes from 141.44.1.1: icmp_seq=582 ttl=54 time=6112 ms
64 bytes from 141.44.1.1: icmp_seq=583 ttl=54 time=5122 ms
64 bytes from 141.44.1.1: icmp_seq=584 ttl=54 time=4331 ms
64 bytes from 141.44.1.1: icmp_seq=587 ttl=54 time=1341 ms
64 bytes from 141.44.1.1: icmp_seq=588 ttl=54 time=1237 ms
64 bytes from 141.44.1.1: icmp_seq=589 ttl=54 time=2214 ms
64 bytes from 141.44.1.1: icmp_seq=590 ttl=54 time=2329 ms
64 bytes from 141.44.1.1: icmp_seq=591 ttl=54 time=2720 ms
64 bytes from 141.44.1.1: icmp_seq=592 ttl=54 time=3144 ms
64 bytes from 141.44.1.1: icmp_seq=593 ttl=54 time=2882 ms
64 bytes from 141.44.1.1: icmp_seq=594 ttl=54 time=2176 ms
64 bytes from 141.44.1.1: icmp_seq=595 ttl=54 time=1736 ms
64 bytes from 141.44.1.1: icmp_seq=596 ttl=54 time=1358 ms
64 bytes from 141.44.1.1: icmp_seq=597 ttl=54 time=814 ms
64 bytes from 141.44.1.1: icmp_seq=598 ttl=54 time=800 ms
64 bytes from 141.44.1.1: icmp_seq=599 ttl=54 time=371 ms
64 bytes from 141.44.1.1: icmp_seq=600 ttl=54 time=264 ms
64 bytes from 141.44.1.1: icmp_seq=601 ttl=54 time=837 ms
64 bytes from 141.44.1.1: icmp_seq=602 ttl=54 time=376 ms
64 bytes from 141.44.1.1: icmp_seq=603 ttl=54 time=937 ms
64 bytes from 141.44.1.1: icmp_seq=604 ttl=54 time=251 ms
64 bytes from 141.44.1.1: icmp_seq=605 ttl=54 time=176 ms
64 bytes from 141.44.1.1: icmp_seq=606 ttl=54 time=217 ms
64 bytes from 141.44.1.1: icmp_seq=607 ttl=54 time=386 ms
64 bytes from 141.44.1.1: icmp_seq=608 ttl=54 time=440 ms
64 bytes from 141.44.1.1: icmp_seq=609 ttl=54 time=368 ms
64 bytes from 141.44.1.1: icmp_seq=610 ttl=54 time=142 ms
64 bytes from 141.44.1.1: icmp_seq=611 ttl=54 time=697 ms
64 bytes from 141.44.1.1: icmp_seq=612 ttl=54 time=969 ms
64 bytes from 141.44.1.1: icmp_seq=613 ttl=54 time=523 ms
64 bytes from 141.44.1.1: icmp_seq=614 ttl=54 time=645 ms
64 bytes from 141.44.1.1: icmp_seq=615 ttl=54 time=761 ms
64 bytes from 141.44.1.1: icmp_seq=616 ttl=54 time=286 ms
64 bytes from 141.44.1.1: icmp_seq=617 ttl=54 time=239 ms
64 bytes from 141.44.1.1: icmp_seq=618 ttl=54 time=92.8 ms
64 bytes from 141.44.1.1: icmp_seq=619 ttl=54 time=135 ms
64 bytes from 141.44.1.1: icmp_seq=621 ttl=54 time=179 ms
64 bytes from 141.44.1.1: icmp_seq=622 ttl=54 time=128 ms
64 bytes from 141.44.1.1: icmp_seq=623 ttl=54 time=195 ms
64 bytes from 141.44.1.1: icmp_seq=624 ttl=54 time=112 ms
64 bytes from 141.44.1.1: icmp_seq=625 ttl=54 time=176 ms
64 bytes from 141.44.1.1: icmp_seq=626 ttl=54 time=345 ms
64 bytes from 141.44.1.1: icmp_seq=627 ttl=54 time=1080 ms
64 bytes from 141.44.1.1: icmp_seq=628 ttl=54 time=1194 ms
64 bytes from 141.44.1.1: icmp_seq=629 ttl=54 time=1777 ms
64 bytes from 141.44.1.1: icmp_seq=630 ttl=54 time=1634 ms
64 bytes from 141.44.1.1: icmp_seq=631 ttl=54 time=959 ms
64 bytes from 141.44.1.1: icmp_seq=632 ttl=54 time=683 ms
64 bytes from 141.44.1.1: icmp_seq=633 ttl=54 time=400 ms
64 bytes from 141.44.1.1: icmp_seq=634 ttl=54 time=614 ms
64 bytes from 141.44.1.1: icmp_seq=635 ttl=54 time=648 ms
64 bytes from 141.44.1.1: icmp_seq=636 ttl=54 time=645 ms
64 bytes from 141.44.1.1: icmp_seq=637 ttl=54 time=419 ms
64 bytes from 141.44.1.1: icmp_seq=638 ttl=54 time=178 ms
64 bytes from 141.44.1.1: icmp_seq=639 ttl=54 time=108 ms
64 bytes from 141.44.1.1: icmp_seq=641 ttl=54 time=88.7 ms
64 bytes from 141.44.1.1: icmp_seq=642 ttl=54 time=72.9 ms
64 bytes from 141.44.1.1: icmp_seq=644 ttl=54 time=149 ms
64 bytes from 141.44.1.1: icmp_seq=645 ttl=54 time=1620 ms
64 bytes from 141.44.1.1: icmp_seq=646 ttl=54 time=963 ms
64 bytes from 141.44.1.1: icmp_seq=647 ttl=54 time=416 ms
64 bytes from 141.44.1.1: icmp_seq=648 ttl=54 time=384 ms
64 bytes from 141.44.1.1: icmp_seq=649 ttl=54 time=407 ms
64 bytes from 141.44.1.1: icmp_seq=650 ttl=54 time=80.3 ms
64 bytes from 141.44.1.1: icmp_seq=651 ttl=54 time=252 ms
64 bytes from 141.44.1.1: icmp_seq=652 ttl=54 time=681 ms
64 bytes from 141.44.1.1: icmp_seq=653 ttl=54 time=336 ms
64 bytes from 141.44.1.1: icmp_seq=654 ttl=54 time=129 ms
64 bytes from 141.44.1.1: icmp_seq=655 ttl=54 time=369 ms
64 bytes from 141.44.1.1: icmp_seq=656 ttl=54 time=1367 ms
64 bytes from 141.44.1.1: icmp_seq=657 ttl=54 time=1496 ms
64 bytes from 141.44.1.1: icmp_seq=658 ttl=54 time=861 ms
64 bytes from 141.44.1.1: icmp_seq=659 ttl=54 time=748 ms
64 bytes from 141.44.1.1: icmp_seq=660 ttl=54 time=526 ms
64 bytes from 141.44.1.1: icmp_seq=662 ttl=54 time=752 ms
64 bytes from 141.44.1.1: icmp_seq=663 ttl=54 time=685 ms
64 bytes from 141.44.1.1: icmp_seq=665 ttl=54 time=2141 ms
64 bytes from 141.44.1.1: icmp_seq=666 ttl=54 time=3229 ms
64 bytes from 141.44.1.1: icmp_seq=667 ttl=54 time=2482 ms
64 bytes from 141.44.1.1: icmp_seq=668 ttl=54 time=2588 ms
64 bytes from 141.44.1.1: icmp_seq=669 ttl=54 time=2013 ms
64 bytes from 141.44.1.1: icmp_seq=670 ttl=54 time=1693 ms
64 bytes from 141.44.1.1: icmp_seq=671 ttl=54 time=1810 ms
64 bytes from 141.44.1.1: icmp_seq=672 ttl=54 time=1662 ms
64 bytes from 141.44.1.1: icmp_seq=673 ttl=54 time=1228 ms
64 bytes from 141.44.1.1: icmp_seq=674 ttl=54 time=1263 ms
64 bytes from 141.44.1.1: icmp_seq=675 ttl=54 time=1207 ms
64 bytes from 141.44.1.1: icmp_seq=676 ttl=54 time=1119 ms
64 bytes from 141.44.1.1: icmp_seq=677 ttl=54 time=1668 ms
64 bytes from 141.44.1.1: icmp_seq=678 ttl=54 time=1143 ms
64 bytes from 141.44.1.1: icmp_seq=679 ttl=54 time=806 ms
64 bytes from 141.44.1.1: icmp_seq=680 ttl=54 time=750 ms
64 bytes from 141.44.1.1: icmp_seq=682 ttl=54 time=857 ms
64 bytes from 141.44.1.1: icmp_seq=683 ttl=54 time=799 ms
64 bytes from 141.44.1.1: icmp_seq=684 ttl=54 time=440 ms
64 bytes from 141.44.1.1: icmp_seq=685 ttl=54 time=498 ms
64 bytes from 141.44.1.1: icmp_seq=686 ttl=54 time=608 ms
64 bytes from 141.44.1.1: icmp_seq=687 ttl=54 time=563 ms
64 bytes from 141.44.1.1: icmp_seq=688 ttl=54 time=558 ms
64 bytes from 141.44.1.1: icmp_seq=689 ttl=54 time=3218 ms
64 bytes from 141.44.1.1: icmp_seq=690 ttl=54 time=2368 ms
64 bytes from 141.44.1.1: icmp_seq=691 ttl=54 time=1662 ms
64 bytes from 141.44.1.1: icmp_seq=692 ttl=54 time=1388 ms
64 bytes from 141.44.1.1: icmp_seq=693 ttl=54 time=1039 ms
64 bytes from 141.44.1.1: icmp_seq=694 ttl=54 time=1057 ms
64 bytes from 141.44.1.1: icmp_seq=695 ttl=54 time=939 ms
64 bytes from 141.44.1.1: icmp_seq=696 ttl=54 time=1065 ms
64 bytes from 141.44.1.1: icmp_seq=697 ttl=54 time=1494 ms
64 bytes from 141.44.1.1: icmp_seq=698 ttl=54 time=1027 ms
64 bytes from 141.44.1.1: icmp_seq=699 ttl=54 time=2201 ms
64 bytes from 141.44.1.1: icmp_seq=700 ttl=54 time=2673 ms
64 bytes from 141.44.1.1: icmp_seq=701 ttl=54 time=1849 ms
64 bytes from 141.44.1.1: icmp_seq=702 ttl=54 time=989 ms
64 bytes from 141.44.1.1: icmp_seq=703 ttl=54 time=821 ms
64 bytes from 141.44.1.1: icmp_seq=704 ttl=54 time=1516 ms
64 bytes from 141.44.1.1: icmp_seq=705 ttl=54 time=1138 ms
64 bytes from 141.44.1.1: icmp_seq=706 ttl=54 time=1158 ms
64 bytes from 141.44.1.1: icmp_seq=707 ttl=54 time=1342 ms
64 bytes from 141.44.1.1: icmp_seq=708 ttl=54 time=1189 ms
64 bytes from 141.44.1.1: icmp_seq=709 ttl=54 time=790 ms
64 bytes from 141.44.1.1: icmp_seq=710 ttl=54 time=851 ms
64 bytes from 141.44.1.1: icmp_seq=711 ttl=54 time=1358 ms
64 bytes from 141.44.1.1: icmp_seq=712 ttl=54 time=1966 ms
64 bytes from 141.44.1.1: icmp_seq=713 ttl=54 time=1885 ms
64 bytes from 141.44.1.1: icmp_seq=714 ttl=54 time=1969 ms
64 bytes from 141.44.1.1: icmp_seq=715 ttl=54 time=2283 ms
64 bytes from 141.44.1.1: icmp_seq=716 ttl=54 time=2219 ms
64 bytes from 141.44.1.1: icmp_seq=717 ttl=54 time=2211 ms
64 bytes from 141.44.1.1: icmp_seq=718 ttl=54 time=3064 ms
64 bytes from 141.44.1.1: icmp_seq=719 ttl=54 time=3543 ms
64 bytes from 141.44.1.1: icmp_seq=720 ttl=54 time=3743 ms
64 bytes from 141.44.1.1: icmp_seq=721 ttl=54 time=3369 ms
64 bytes from 141.44.1.1: icmp_seq=726 ttl=54 time=4065 ms
64 bytes from 141.44.1.1: icmp_seq=727 ttl=54 time=5025 ms
64 bytes from 141.44.1.1: icmp_seq=729 ttl=54 time=3192 ms
64 bytes from 141.44.1.1: icmp_seq=730 ttl=54 time=2521 ms
64 bytes from 141.44.1.1: icmp_seq=731 ttl=54 time=1663 ms
64 bytes from 141.44.1.1: icmp_seq=732 ttl=54 time=830 ms
64 bytes from 141.44.1.1: icmp_seq=733 ttl=54 time=1852 ms
64 bytes from 141.44.1.1: icmp_seq=734 ttl=54 time=3035 ms
64 bytes from 141.44.1.1: icmp_seq=735 ttl=54 time=2881 ms
64 bytes from 141.44.1.1: icmp_seq=736 ttl=54 time=2144 ms
64 bytes from 141.44.1.1: icmp_seq=737 ttl=54 time=1519 ms
64 bytes from 141.44.1.1: icmp_seq=738 ttl=54 time=1037 ms
64 bytes from 141.44.1.1: icmp_seq=739 ttl=54 time=1196 ms
64 bytes from 141.44.1.1: icmp_seq=740 ttl=54 time=1806 ms
64 bytes from 141.44.1.1: icmp_seq=741 ttl=54 time=1717 ms
64 bytes from 141.44.1.1: icmp_seq=742 ttl=54 time=1793 ms
64 bytes from 141.44.1.1: icmp_seq=743 ttl=54 time=1544 ms
64 bytes from 141.44.1.1: icmp_seq=744 ttl=54 time=1161 ms
64 bytes from 141.44.1.1: icmp_seq=745 ttl=54 time=715 ms
64 bytes from 141.44.1.1: icmp_seq=746 ttl=54 time=486 ms
64 bytes from 141.44.1.1: icmp_seq=747 ttl=54 time=501 ms
64 bytes from 141.44.1.1: icmp_seq=748 ttl=54 time=445 ms
64 bytes from 141.44.1.1: icmp_seq=749 ttl=54 time=388 ms
64 bytes from 141.44.1.1: icmp_seq=750 ttl=54 time=250 ms
64 bytes from 141.44.1.1: icmp_seq=751 ttl=54 time=147 ms
64 bytes from 141.44.1.1: icmp_seq=752 ttl=54 time=443 ms
64 bytes from 141.44.1.1: icmp_seq=753 ttl=54 time=395 ms
64 bytes from 141.44.1.1: icmp_seq=754 ttl=54 time=302 ms
64 bytes from 141.44.1.1: icmp_seq=755 ttl=54 time=189 ms
64 bytes from 141.44.1.1: icmp_seq=756 ttl=54 time=395 ms
64 bytes from 141.44.1.1: icmp_seq=757 ttl=54 time=234 ms
64 bytes from 141.44.1.1: icmp_seq=758 ttl=54 time=353 ms
64 bytes from 141.44.1.1: icmp_seq=760 ttl=54 time=468 ms
64 bytes from 141.44.1.1: icmp_seq=761 ttl=54 time=859 ms
64 bytes from 141.44.1.1: icmp_seq=762 ttl=54 time=226 ms
64 bytes from 141.44.1.1: icmp_seq=764 ttl=54 time=110 ms
64 bytes from 141.44.1.1: icmp_seq=765 ttl=54 time=486 ms
64 bytes from 141.44.1.1: icmp_seq=766 ttl=54 time=657 ms
64 bytes from 141.44.1.1: icmp_seq=767 ttl=54 time=660 ms
64 bytes from 141.44.1.1: icmp_seq=768 ttl=54 time=890 ms
64 bytes from 141.44.1.1: icmp_seq=770 ttl=54 time=2837 ms
64 bytes from 141.44.1.1: icmp_seq=774 ttl=54 time=539 ms
64 bytes from 141.44.1.1: icmp_seq=773 ttl=54 time=2850 ms
64 bytes from 141.44.1.1: icmp_seq=776 ttl=54 time=594 ms
64 bytes from 141.44.1.1: icmp_seq=777 ttl=54 time=879 ms
64 bytes from 141.44.1.1: icmp_seq=778 ttl=54 time=282 ms
64 bytes from 141.44.1.1: icmp_seq=780 ttl=54 time=332 ms
64 bytes from 141.44.1.1: icmp_seq=781 ttl=54 time=617 ms
64 bytes from 141.44.1.1: icmp_seq=783 ttl=54 time=680 ms
64 bytes from 141.44.1.1: icmp_seq=784 ttl=54 time=762 ms
64 bytes from 141.44.1.1: icmp_seq=786 ttl=54 time=443 ms
64 bytes from 141.44.1.1: icmp_seq=787 ttl=54 time=322 ms
64 bytes from 141.44.1.1: icmp_seq=788 ttl=54 time=628 ms
64 bytes from 141.44.1.1: icmp_seq=789 ttl=54 time=341 ms
64 bytes from 141.44.1.1: icmp_seq=790 ttl=54 time=685 ms
64 bytes from 141.44.1.1: icmp_seq=791 ttl=54 time=516 ms
64 bytes from 141.44.1.1: icmp_seq=792 ttl=54 time=774 ms
64 bytes from 141.44.1.1: icmp_seq=793 ttl=54 time=803 ms
64 bytes from 141.44.1.1: icmp_seq=794 ttl=54 time=1000 ms
64 bytes from 141.44.1.1: icmp_seq=795 ttl=54 time=945 ms
64 bytes from 141.44.1.1: icmp_seq=796 ttl=54 time=657 ms
64 bytes from 141.44.1.1: icmp_seq=797 ttl=54 time=998 ms
64 bytes from 141.44.1.1: icmp_seq=798 ttl=54 time=844 ms
64 bytes from 141.44.1.1: icmp_seq=799 ttl=54 time=819 ms
64 bytes from 141.44.1.1: icmp_seq=800 ttl=54 time=612 ms
64 bytes from 141.44.1.1: icmp_seq=801 ttl=54 time=1822 ms
64 bytes from 141.44.1.1: icmp_seq=802 ttl=54 time=998 ms
64 bytes from 141.44.1.1: icmp_seq=804 ttl=54 time=498 ms
64 bytes from 141.44.1.1: icmp_seq=805 ttl=54 time=901 ms
64 bytes from 141.44.1.1: icmp_seq=806 ttl=54 time=599 ms
64 bytes from 141.44.1.1: icmp_seq=808 ttl=54 time=512 ms
64 bytes from 141.44.1.1: icmp_seq=809 ttl=54 time=855 ms
64 bytes from 141.44.1.1: icmp_seq=810 ttl=54 time=1188 ms
64 bytes from 141.44.1.1: icmp_seq=811 ttl=54 time=1509 ms
64 bytes from 141.44.1.1: icmp_seq=812 ttl=54 time=1259 ms
64 bytes from 141.44.1.1: icmp_seq=813 ttl=54 time=1251 ms
64 bytes from 141.44.1.1: icmp_seq=814 ttl=54 time=1027 ms
64 bytes from 141.44.1.1: icmp_seq=815 ttl=54 time=1144 ms
64 bytes from 141.44.1.1: icmp_seq=816 ttl=54 time=819 ms
64 bytes from 141.44.1.1: icmp_seq=817 ttl=54 time=624 ms
64 bytes from 141.44.1.1: icmp_seq=818 ttl=54 time=827 ms
64 bytes from 141.44.1.1: icmp_seq=819 ttl=54 time=1043 ms
64 bytes from 141.44.1.1: icmp_seq=820 ttl=54 time=410 ms
64 bytes from 141.44.1.1: icmp_seq=821 ttl=54 time=640 ms
